eventdate,series,video,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
2019-04-11,Blindspot,Eight Slim Grins,Bravo iPad App,Watch,387,401920,Thursday,2019-04-08
2019-04-11,Blindspot,Eight Slim Grins,DirecTV Now DMVPD,DMVPD,383,117071,Thursday,2019-04-08
2019-04-09,Blindspot,Eight Slim Grins,Hulu Classic,SVOD,377,72863,Tuesday,2019-04-08
2019-04-12,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,377,125919,Friday,2019-04-08
2019-04-03,Blindspot,Eight Slim Grins,Hulu Plus,SVOD,375,72863,Wednesday,2019-04-01
2019-04-11,Blindspot,Eight Slim Grins,Bravo FEP,Watch,361,401920,Thursday,2019-04-08
2019-04-07,Blindspot,Eight Slim Grins,Sony Vue DMVPD,DMVPD,357,117071,Sunday,2019-04-01
2019-04-02,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,342,401920,Tuesday,2019-04-01
2019-04-03,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,337,401920,Wednesday,2019-04-01
2019-03-31,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,336,125919,Sunday,2019-03-25
2019-04-10,Blindspot,Eight Slim Grins,Hulu Classic,SVOD,322,72863,Wednesday,2019-04-08
2019-04-12,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,308,125919,Friday,2019-04-08
2019-04-05,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,303,125919,Friday,2019-04-01
2019-04-10,Blindspot,Eight Slim Grins,Bravo FEP,Watch,287,401920,Wednesday,2019-04-08
2019-04-07,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,273,125919,Sunday,2019-04-01
2019-04-08,Blindspot,Eight Slim Grins,Bravo Android Tablet Apps,Watch,273,401920,Monday,2019-04-08
2019-04-06,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,261,401920,Saturday,2019-04-01
2019-04-12,Blindspot,Eight Slim Grins,Hulu Plus,SVOD,255,72863,Friday,2019-04-08
2019-04-11,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,245,125919,Thursday,2019-04-08
2019-04-02,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,244,401920,Tuesday,2019-04-01
2019-04-11,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,239,125919,Thursday,2019-04-08
2019-04-11,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,234,401920,Thursday,2019-04-08
2019-04-01,Blindspot,Eight Slim Grins,Bravo Android Tablet Apps,Watch,232,401920,Monday,2019-04-01
2019-04-11,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,229,125919,Thursday,2019-04-08
2019-04-03,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,227,401920,Wednesday,2019-04-01
2019-04-08,Blindspot,Eight Slim Grins,Bravo Apple TV App,Watch,227,401920,Monday,2019-04-08
2019-04-11,Blindspot,Eight Slim Grins,Sony Vue DMVPD,DMVPD,219,117071,Thursday,2019-04-08
2019-04-04,Blindspot,Eight Slim Grins,DirecTV Now DMVPD,DMVPD,199,117071,Thursday,2019-04-01
2019-04-01,Blindspot,Eight Slim Grins,Hulu Classic,SVOD,195,72863,Monday,2019-04-01
2019-03-31,Blindspot,Eight Slim Grins,YouTube TV,DMVPD,190,117071,Sunday,2019-03-25
2019-04-06,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,178,401920,Saturday,2019-04-01
2019-04-12,Blindspot,Eight Slim Grins,Bravo Roku App,Watch,167,401920,Friday,2019-04-08
2019-04-12,Blindspot,Eight Slim Grins,Bravo Samsung Smart TV App,Watch,163,401920,Friday,2019-04-08
2019-04-01,Blindspot,Eight Slim Grins,Bravo Samsung Smart TV App,Watch,161,401920,Monday,2019-04-01
2019-04-02,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,156,125919,Tuesday,2019-04-01
2019-04-03,Blindspot,Eight Slim Grins,Sony Vue DMVPD,DMVPD,147,117071,Wednesday,2019-04-01
2019-03-30,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,144,125919,Saturday,2019-03-25
2019-04-01,Blindspot,Eight Slim Grins,Bravo Apple TV App,Watch,144,401920,Monday,2019-04-01
2019-04-05,Blindspot,Eight Slim Grins,Hulu Plus,SVOD,141,72863,Friday,2019-04-01
2019-04-06,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,128,125919,Saturday,2019-04-01
2019-04-10,Blindspot,Eight Slim Grins,Bravo Android TV App,Watch,125,401920,Wednesday,2019-04-08
2019-04-04,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,124,125919,Thursday,2019-04-01
2019-04-05,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,115,125919,Friday,2019-04-01
2019-04-09,Blindspot,Pilot,Bravo iPhone App,Watch,1986,401920,Tuesday,2019-04-08
2019-03-29,Blindspot,Pilot,Bravo Chromecast App,Watch,1986,401920,Friday,2019-03-25
2019-04-09,Blindspot,Pilot,Hulu Classic,SVOD,1979,72863,Tuesday,2019-04-08
2019-04-01,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1964,125919,Monday,2019-04-01
2019-04-11,Blindspot,Pilot,Bravo Roku App,Watch,1959,401920,Thursday,2019-04-08
2019-04-11,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1950,125919,Thursday,2019-04-08
2019-04-12,Blindspot,Pilot,Hulu Classic,SVOD,1950,72863,Friday,2019-04-08
2019-04-03,Blindspot,Pilot,Bravo Roku App,Watch,1933,401920,Wednesday,2019-04-01
2019-04-05,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1912,125919,Friday,2019-04-01
2019-04-08,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1900,125919,Monday,2019-04-08
2019-04-08,Blindspot,Pilot,Hulu Classic,SVOD,1899,72863,Monday,2019-04-08
2019-04-08,Blindspot,Pilot,Bravo FEP,Watch,1897,401920,Monday,2019-04-08
2019-04-02,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1886,117071,Tuesday,2019-04-01
2019-04-05,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1886,117071,Friday,2019-04-01
2019-04-09,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1876,125919,Tuesday,2019-04-08
2019-04-05,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1864,125919,Friday,2019-04-01
2019-04-05,Blindspot,Pilot,Bravo Chromecast App,Watch,1856,401920,Friday,2019-04-01
2019-04-01,Blindspot,Pilot,Bravo FireTV App,Watch,1853,401920,Monday,2019-04-01
2019-03-30,Blindspot,Pilot,Hulu Classic,SVOD,1842,72863,Saturday,2019-03-25
2019-04-06,Blindspot,Pilot,YouTube TV,DMVPD,1828,117071,Saturday,2019-04-01
2019-04-11,Blindspot,Pilot,Bravo FEP,Watch,1822,401920,Thursday,2019-04-08
2019-03-31,Blindspot,Pilot,Bravo FireTV App,Watch,1806,401920,Sunday,2019-03-25
2019-04-04,Blindspot,Pilot,Bravo iPad App,Watch,1797,401920,Thursday,2019-04-01
2019-04-12,Blindspot,Pilot,Hulu Plus,SVOD,1797,72863,Friday,2019-04-08
2019-04-02,Blindspot,Pilot,Bravo FireTV App,Watch,1780,401920,Tuesday,2019-04-01
2019-03-29,Blindspot,Pilot,Bravo iPhone App,Watch,1774,401920,Friday,2019-03-25
2019-04-11,Blindspot,Pilot,Bravo Apple TV App,Watch,1755,401920,Thursday,2019-04-08
2019-03-30,Blindspot,Pilot,Bravo FireTV App,Watch,1752,401920,Saturday,2019-03-25
2019-04-12,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1745,125919,Friday,2019-04-08
2019-03-31,Blindspot,Pilot,Verizon FiOS,MVPD,1739,125919,Sunday,2019-03-25
2019-04-09,Blindspot,Pilot,Bravo iPad App,Watch,1738,401920,Tuesday,2019-04-08
2019-04-04,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1729,401920,Thursday,2019-04-01
2019-04-01,Blindspot,Pilot,Bravo FEP,Watch,1723,401920,Monday,2019-04-01
2019-03-30,Blindspot,Pilot,Verizon FiOS,MVPD,1721,125919,Saturday,2019-03-25
2019-04-04,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1707,125919,Thursday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo FEP,Watch,1676,401920,Wednesday,2019-04-01
2019-04-02,Blindspot,Pilot,Bravo Android TV App,Watch,1668,401920,Tuesday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo iPad App,Watch,1665,401920,Sunday,2019-04-01
2019-04-07,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1662,125919,Sunday,2019-04-01
2019-04-11,Blindspot,Pilot,Hulu Classic,SVOD,1658,72863,Thursday,2019-04-08
2019-03-31,Blindspot,Pilot,Hulu Classic,SVOD,1639,72863,Sunday,2019-03-25
2019-04-06,Blindspot,Pilot,Hulu Classic,SVOD,1638,72863,Saturday,2019-04-01
2019-04-08,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1631,401920,Monday,2019-04-08
2019-04-04,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1624,125919,Thursday,2019-04-01
2019-04-12,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1613,401920,Friday,2019-04-08
2019-04-06,Blindspot,Pilot,Bravo iPhone App,Watch,1610,401920,Saturday,2019-04-01
2019-04-02,Blindspot,Pilot,Bravo FEP,Watch,1606,401920,Tuesday,2019-04-01
2019-03-29,Blindspot,Pilot,Bravo FEP,Watch,1603,401920,Friday,2019-03-25
2019-04-02,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1591,401920,Tuesday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo Apple TV App,Watch,1581,401920,Wednesday,2019-04-01
2019-04-01,Blindspot,Pilot,Hulu Plus,SVOD,1563,72863,Monday,2019-04-01
2019-04-10,Blindspot,Pilot,Hulu Classic,SVOD,1561,72863,Wednesday,2019-04-08
2019-04-03,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1559,401920,Wednesday,2019-04-01
2019-04-06,Blindspot,Pilot,Bravo Android TV App,Watch,1538,401920,Saturday,2019-04-01
2019-04-08,Blindspot,Pilot,Verizon FiOS,MVPD,1533,125919,Monday,2019-04-08
2019-04-03,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1529,125919,Wednesday,2019-04-01
2019-04-07,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1529,125919,Sunday,2019-04-01
2019-04-10,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1515,125919,Wednesday,2019-04-08
2019-04-03,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1508,117071,Wednesday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo FireTV App,Watch,1500,401920,Sunday,2019-04-01
2019-03-30,Blindspot,Pilot,YouTube TV,DMVPD,1489,117071,Saturday,2019-03-25
2019-04-07,Blindspot,Pilot,YouTube TV,DMVPD,1487,117071,Sunday,2019-04-01
2019-04-02,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1483,117071,Tuesday,2019-04-01
2019-04-01,Blindspot,Pilot,Hulu Classic,SVOD,1469,72863,Monday,2019-04-01
2019-04-12,Blindspot,Pilot,Bravo iPad App,Watch,1469,401920,Friday,2019-04-08
2019-04-07,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1467,401920,Sunday,2019-04-01
2019-03-31,Blindspot,Pilot,Bravo Roku App,Watch,1461,401920,Sunday,2019-03-25
2019-04-10,Blindspot,Pilot,Bravo iPad App,Watch,1449,401920,Wednesday,2019-04-08
2019-04-12,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1440,401920,Friday,2019-04-08
2019-04-03,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1438,117071,Wednesday,2019-04-01
2019-04-06,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1431,117071,Saturday,2019-04-01
2019-04-05,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1430,117071,Friday,2019-04-01
2019-04-08,Blindspot,Pilot,Bravo Roku App,Watch,1428,401920,Monday,2019-04-08
2019-04-08,Blindspot,Pilot,Bravo Android TV App,Watch,1422,401920,Monday,2019-04-08
2019-03-29,Blindspot,Pilot,Bravo Android TV App,Watch,1403,401920,Friday,2019-03-25
2019-04-12,Blindspot,Pilot,Bravo FireTV App,Watch,1401,401920,Friday,2019-04-08
2019-03-31,Blindspot,Pilot,Bravo iPhone App,Watch,1396,401920,Sunday,2019-03-25
2019-04-06,Blindspot,Pilot,Bravo FEP,Watch,1392,401920,Saturday,2019-04-01
2019-03-29,Blindspot,Pilot,Bravo Roku App,Watch,1391,401920,Friday,2019-03-25
2019-04-05,Blindspot,Pilot,Bravo Apple TV App,Watch,1385,401920,Friday,2019-04-01
2019-04-07,Blindspot,Pilot,Hulu Plus,SVOD,1374,72863,Sunday,2019-04-01
2019-04-01,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1357,117071,Monday,2019-04-01
2019-04-01,Blindspot,Pilot,Bravo Android TV App,Watch,1352,401920,Monday,2019-04-01
2019-04-04,Blindspot,Pilot,Bravo Apple TV App,Watch,1348,401920,Thursday,2019-04-01
2019-04-02,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1339,401920,Tuesday,2019-04-01
2019-04-08,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1338,401920,Monday,2019-04-08
2019-04-04,Blindspot,Pilot,Bravo FireTV App,Watch,1337,401920,Thursday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo Chromecast App,Watch,1329,401920,Sunday,2019-04-01
2019-04-11,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1320,117071,Thursday,2019-04-08
2019-03-29,Blindspot,Pilot,Bravo Apple TV App,Watch,1314,401920,Friday,2019-03-25
2019-04-01,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1284,117071,Monday,2019-04-01
2019-04-12,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1279,125919,Friday,2019-04-08
2019-04-05,Blindspot,Pilot,Bravo FEP,Watch,1277,401920,Friday,2019-04-01
2019-04-06,Blindspot,Pilot,Bravo Roku App,Watch,1274,401920,Saturday,2019-04-01
2019-03-31,Blindspot,Pilot,Bravo Android TV App,Watch,1253,401920,Sunday,2019-03-25
2019-04-11,Blindspot,Pilot,Bravo Android TV App,Watch,1252,401920,Thursday,2019-04-08
2019-04-06,Blindspot,Pilot,Bravo Apple TV App,Watch,1239,401920,Saturday,2019-04-01
2019-04-04,Blindspot,Pilot,Hulu Plus,SVOD,1235,72863,Thursday,2019-04-01
2019-04-09,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1235,117071,Tuesday,2019-04-08
2019-04-12,Blindspot,Pilot,Bravo Roku App,Watch,1223,401920,Friday,2019-04-08
2019-04-10,Blindspot,Pilot,Verizon FiOS,MVPD,1220,125919,Wednesday,2019-04-08
2019-03-29,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1215,401920,Friday,2019-03-25
2019-04-11,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1209,401920,Thursday,2019-04-08
2019-04-04,Blindspot,Pilot,Bravo Roku App,Watch,1207,401920,Thursday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo iPad App,Watch,1205,401920,Wednesday,2019-04-01
2019-04-04,Blindspot,Pilot,Bravo Android TV App,Watch,1199,401920,Thursday,2019-04-01
2019-04-08,Blindspot,Pilot,Bravo Chromecast App,Watch,1188,401920,Monday,2019-04-08
2019-03-31,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1170,125919,Sunday,2019-03-25
2019-04-04,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1167,125919,Thursday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo FireTV App,Watch,1161,401920,Wednesday,2019-04-01
2019-04-04,Blindspot,Pilot,Bravo Chromecast App,Watch,1159,401920,Thursday,2019-04-01
2019-04-02,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1158,125919,Tuesday,2019-04-01
2019-04-08,Blindspot,Pilot,Hulu Plus,SVOD,1158,72863,Monday,2019-04-08
2019-04-07,Blindspot,Pilot,Verizon FiOS,MVPD,1157,125919,Sunday,2019-04-01
2019-04-08,Blindspot,Pilot,YouTube TV,DMVPD,1147,117071,Monday,2019-04-08
2019-04-09,Blindspot,Pilot,YouTube TV,DMVPD,1147,117071,Tuesday,2019-04-08
2019-04-09,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1107,117071,Tuesday,2019-04-08
2019-04-05,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1100,401920,Friday,2019-04-01
2019-04-06,Blindspot,Pilot,Bravo Chromecast App,Watch,1100,401920,Saturday,2019-04-01
2019-03-31,Blindspot,Pilot,Bravo Apple TV App,Watch,1097,401920,Sunday,2019-03-25
2019-04-05,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1097,401920,Friday,2019-04-01
2019-04-08,Blindspot,Pilot,Bravo Apple TV App,Watch,1089,401920,Monday,2019-04-08
2019-04-03,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1076,125919,Wednesday,2019-04-01
2019-04-02,Blindspot,Pilot,Hulu Classic,SVOD,1064,72863,Tuesday,2019-04-01
2019-04-03,Blindspot,Pilot,YouTube TV,DMVPD,1052,117071,Wednesday,2019-04-01
2019-03-29,Blindspot,Pilot,Bravo iPad App,Watch,1048,401920,Friday,2019-03-25
2019-04-10,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1043,117071,Wednesday,2019-04-08
2019-04-05,Blindspot,Pilot,Bravo FireTV App,Watch,1041,401920,Friday,2019-04-01
2019-04-08,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1031,117071,Monday,2019-04-08
2019-04-02,Blindspot,Pilot,Bravo iPad App,Watch,1028,401920,Tuesday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo Chromecast App,Watch,1025,401920,Wednesday,2019-04-01
2019-04-04,Blindspot,Pilot,Hulu Classic,SVOD,1021,72863,Thursday,2019-04-01
2019-04-02,Blindspot,Pilot,Hulu Plus,SVOD,1018,72863,Tuesday,2019-04-01
2019-04-12,Blindspot,Pilot,Verizon FiOS,MVPD,1016,125919,Friday,2019-04-08
2019-03-29,Blindspot,Pilot,Verizon FiOS,MVPD,1015,125919,Friday,2019-03-25
2019-04-07,Blindspot,Pilot,Bravo Apple TV App,Watch,1014,401920,Sunday,2019-04-01
2019-04-11,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1014,117071,Thursday,2019-04-08
2019-04-01,Blindspot,Pilot,Bravo Roku App,Watch,1008,401920,Monday,2019-04-01
2019-04-10,Blindspot,Pilot,YouTube TV,DMVPD,1000,117071,Wednesday,2019-04-08
2019-04-07,Blindspot,Pilot,SlingTV DMVPD,DMVPD,999,117071,Sunday,2019-04-01
2019-04-12,Blindspot,Pilot,Bravo Android TV App,Watch,993,401920,Friday,2019-04-08
2019-04-05,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,985,125919,Friday,2019-04-01
2019-04-02,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,981,125919,Tuesday,2019-04-01
2019-04-05,Blindspot,Pilot,Hulu Plus,SVOD,975,72863,Friday,2019-04-01
2019-04-10,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,969,117071,Wednesday,2019-04-08
2019-04-05,Blindspot,Pilot,Bravo Roku App,Watch,960,401920,Friday,2019-04-01
2019-04-10,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,949,125919,Wednesday,2019-04-08
2019-03-30,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,944,401920,Saturday,2019-03-25
2019-04-07,Blindspot,Pilot,Hulu Classic,SVOD,944,72863,Sunday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo Roku App,Watch,942,401920,Sunday,2019-04-01
2019-04-05,Blindspot,Pilot,Hulu Classic,SVOD,936,72863,Friday,2019-04-01
2019-04-05,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,926,117071,Friday,2019-04-01
2019-04-02,Blindspot,Pilot,Bravo Chromecast App,Watch,924,401920,Tuesday,2019-04-01
2019-04-02,Blindspot,Pilot,Verizon FiOS,MVPD,921,125919,Tuesday,2019-04-01
2019-04-07,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,898,125919,Sunday,2019-04-01
2019-04-06,Blindspot,Pilot,Bravo iPad App,Watch,896,401920,Saturday,2019-04-01
2019-04-08,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,894,125919,Monday,2019-04-08
2019-03-29,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,892,401920,Friday,2019-03-25
2019-04-06,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,890,117071,Saturday,2019-04-01
2019-04-02,Blindspot,Pilot,Bravo Apple TV App,Watch,887,401920,Tuesday,2019-04-01
2019-03-30,Blindspot,Pilot,Bravo Chromecast App,Watch,884,401920,Saturday,2019-03-25
2019-04-01,Blindspot,Pilot,Bravo iPad App,Watch,859,401920,Monday,2019-04-01
2019-03-31,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,847,125919,Sunday,2019-03-25
2019-04-08,Blindspot,Pilot,Bravo iPad App,Watch,828,401920,Monday,2019-04-08
2019-04-10,Blindspot,Pilot,Hulu Plus,SVOD,826,72863,Wednesday,2019-04-08
2019-04-11,Blindspot,Pilot,Bravo Chromecast App,Watch,826,401920,Thursday,2019-04-08
2019-04-01,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,821,125919,Monday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo Android TV App,Watch,813,401920,Wednesday,2019-04-01
2019-03-30,Blindspot,Pilot,Bravo iPad App,Watch,812,401920,Saturday,2019-03-25
2019-04-09,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,808,401920,Tuesday,2019-04-08
2019-04-11,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,808,125919,Thursday,2019-04-08
2019-04-02,Blindspot,Pilot,Bravo Roku App,Watch,799,401920,Tuesday,2019-04-01
2019-03-30,Blindspot,Pilot,Bravo FEP,Watch,785,401920,Saturday,2019-03-25
2019-04-12,Blindspot,Pilot,Bravo FEP,Watch,782,401920,Friday,2019-04-08
2019-04-06,Blindspot,Pilot,SlingTV DMVPD,DMVPD,779,117071,Saturday,2019-04-01
2019-04-06,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,777,125919,Saturday,2019-04-01
2019-04-04,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,774,117071,Thursday,2019-04-01
2019-04-08,Blindspot,Pilot,SlingTV DMVPD,DMVPD,773,117071,Monday,2019-04-08
2019-03-31,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,745,401920,Sunday,2019-03-25
2019-04-10,Blindspot,Pilot,Bravo Roku App,Watch,742,401920,Wednesday,2019-04-08
2019-04-04,Blindspot,Pilot,YouTube TV,DMVPD,735,117071,Thursday,2019-04-01
2019-04-01,Blindspot,Pilot,Bravo iPhone App,Watch,722,401920,Monday,2019-04-01
2019-04-02,Blindspot,Pilot,YouTube TV,DMVPD,719,117071,Tuesday,2019-04-01
2019-04-09,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,719,125919,Tuesday,2019-04-08
2019-04-05,Blindspot,Pilot,YouTube TV,DMVPD,716,117071,Friday,2019-04-01
2019-03-30,Blindspot,Pilot,Bravo iPhone App,Watch,703,401920,Saturday,2019-03-25
2019-04-12,Blindspot,Pilot,Bravo iPhone App,Watch,697,401920,Friday,2019-04-08
2019-04-10,Blindspot,Pilot,Bravo iPhone App,Watch,695,401920,Wednesday,2019-04-08
2019-04-11,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,680,117071,Thursday,2019-04-08
2019-04-10,Blindspot,Pilot,SlingTV DMVPD,DMVPD,678,117071,Wednesday,2019-04-08
2019-04-06,Blindspot,Pilot,Bravo FireTV App,Watch,663,401920,Saturday,2019-04-01
2019-04-03,Blindspot,Pilot,Bravo iPhone App,Watch,654,401920,Wednesday,2019-04-01
2019-04-06,Blindspot,Pilot,Hulu Plus,SVOD,649,72863,Saturday,2019-04-01
2019-04-09,Blindspot,Pilot,SlingTV DMVPD,DMVPD,649,117071,Tuesday,2019-04-08
2019-04-03,Blindspot,Pilot,Hulu Plus,SVOD,648,72863,Wednesday,2019-04-01
2019-03-29,Blindspot,Pilot,Bravo FireTV App,Watch,642,401920,Friday,2019-03-25
2019-03-31,Blindspot,Pilot,Hulu Plus,SVOD,637,72863,Sunday,2019-03-25
2019-04-05,Blindspot,Pilot,Bravo iPhone App,Watch,631,401920,Friday,2019-04-01
2019-04-10,Blindspot,Pilot,Bravo Chromecast App,Watch,625,401920,Wednesday,2019-04-08
2019-04-12,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,623,117071,Friday,2019-04-08
2019-04-02,Blindspot,Pilot,Bravo iPhone App,Watch,604,401920,Tuesday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,604,401920,Sunday,2019-04-01
2019-04-09,Blindspot,Pilot,Bravo Roku App,Watch,603,401920,Tuesday,2019-04-08
2019-04-12,Blindspot,Pilot,SlingTV DMVPD,DMVPD,598,117071,Friday,2019-04-08
2019-04-03,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,594,117071,Wednesday,2019-04-01
2019-03-29,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,588,125919,Friday,2019-03-25
2019-03-30,Blindspot,Pilot,Bravo Android TV App,Watch,575,401920,Saturday,2019-03-25
2019-04-01,Blindspot,Pilot,Bravo Chromecast App,Watch,561,401920,Monday,2019-04-01
2019-04-08,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,554,117071,Monday,2019-04-08
2019-04-10,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,553,125919,Wednesday,2019-04-08
2019-04-09,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,545,401920,Tuesday,2019-04-08
2019-04-12,Blindspot,Pilot,Bravo Apple TV App,Watch,540,401920,Friday,2019-04-08
2019-04-06,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,531,125919,Saturday,2019-04-01
2019-04-01,Blindspot,Pilot,YouTube TV,DMVPD,530,117071,Monday,2019-04-01
2019-04-03,Blindspot,Pilot,Hulu Classic,SVOD,522,72863,Wednesday,2019-04-01
2019-04-07,Blindspot,Pilot,Bravo Android TV App,Watch,517,401920,Sunday,2019-04-01
2019-03-31,Blindspot,Pilot,Bravo iPad App,Watch,514,401920,Sunday,2019-03-25
2019-04-03,Blindspot,Pilot,Verizon FiOS,MVPD,506,125919,Wednesday,2019-04-01
2019-04-01,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,502,401920,Monday,2019-04-01
2019-04-09,Blindspot,Pilot,Bravo Apple TV App,Watch,496,401920,Tuesday,2019-04-08
